"id","Start","Brand","Offer","Bonus Date","Reg Rate","Coins per $1 - Now | Later | Total","Discount Type","Rate Bump?","End","Limits","Notes"
"227","09/06/2024 08:00 AM","Ace Hardware","21X","09/23/2024","6X","120 | 300 | 420","Coins","","09/06/2024 11:59 PM","No Limit",""
"228","09/06/2024 08:00 AM","Southwest","20X","09/23/2024","4X","80 | 320 | 400","Coins","","09/06/2024 11:59 PM","No Limit","NOTE:  This was bumped up to 20X on 9/6/24 from the previous rate of 12X that was supposed to end 9/6 as well."
"229","09/07/2024 07:30 AM","Kohl's","15X","09/23/2024","5X","100 | 200 | 300","Coins","","09/08/2024 11:59 PM","No Limit",""
"230","09/07/2024 07:30 AM","CVS","20X","09/23/2024","3X","60 | 340 | 400","Coins","","09/08/2024 11:59 PM","No Limit",""
"231","09/07/2024 07:30 AM","JC Penney","17.5X","09/23/2024","7X","140 | 210 | 350","Coins","","09/08/2024 11:59 PM","No Limit",""
"232","09/07/2024 07:30 AM","""Bed, Bath, & Beyond""","15X","09/23/2024","5X","100 | 200 | 300","Coins","","09/08/2024 11:59 PM","No Limit",""
"233","09/07/2024 07:30 AM","Champs","15X","09/23/2024","6X","120 | 180 | 300","Coins","","09/08/2024 11:59 PM","No Limit",""
"234","09/07/2024 07:30 AM","Groupon","15X","09/23/2024","5X","120 | 180 | 300","Coins","","09/08/2024 11:59 PM","No Limit",""
"235","09/07/2024 07:30 AM","Finish Line","20X","09/23/2024","8X","120 | 280 | 400","Coins","","09/08/2024 11:59 PM","No Limit",""
"236","09/07/2024 07:30 AM","Old Navy","25X","09/23/2024","5X","100 | 400 | 500","Coins","","09/08/2024 11:59 PM","No Limit","NOTE:  This was published later in the morning."
"237","09/07/2024 03:00 PM","Sam's Club","12X","09/23/2024","2X","40 | 200 | 240","Coins","","09/08/2024 11:59 PM","No Limit",""
"239","09/07/2024 07:30 AM","JC Penney","19X","09/23/2024","7X","140 | 240 | 380","Coins","yes","09/08/2024 11:59 PM","No Limit","NOTE:  JCP was bumped up rom 17.5 to 19 later in the afternoon."
"240","09/07/2024 07:30 AM","Kohl's","18X","09/23/2024","5X","100 | 260 | 360","Coins","yes","09/08/2024 11:59 PM","No Limit","NOTE:  Kohl's was bumped up from 15X to 18X later in the afternoon."
"241","09/07/2024 07:30 AM","Champs","18X","09/23/2024","6X","120 | 240 | 360","Coins","yes","09/08/2024 11:59 PM","No Limit",""
"242","09/08/2024 08:30 AM","Bath","20X","09/23/2024","5X","100 | 300 | 400","Coins","","09/08/2024 11:59 PM","No Limit",""
"243","09/08/2024 08:30 AM","Fanatics","23X","09/23/2024","7X","140 | 320 | 460","Coins","","09/08/2024 11:59 PM","No Limit",""
"244","09/08/2024 08:30 AM","Adidas","18X","09/23/2024","7X","140 | 220 | 360","Coins","","09/08/2024 11:59 PM","No Limit",""
"245","09/07/2024 03:00 PM","Nike","15X","09/23/2024","7X","140 | 160 | 300","Coins","","09/08/2024 11:59 PM","No Limit",""
"246","09/09/2024 09:00 AM","Columbia","18X","10/01/2024","6X","120 | 240 | 360","Coins","","09/10/2024 11:59 PM","No Limit",""
"247","09/09/2024 09:00 AM","Netflix","15X","10/01/2024","5X","100 | 200 | 300","Coins","","09/10/2024 11:59 PM","No Limit",""
"248","09/09/2024 09:00 AM","Converse","15X","10/01/2024","5X","100 | 200 | 300","Coins","","09/10/2024 11:59 PM","No Limit",""
"249","09/09/2024 09:00 AM","AirBnB","14X","10/01/2024","4X","80 | 200 | 280","Coins","","09/10/2024 11:59 PM","No Limit",""
"250","09/09/2024 09:00 AM","Lowe's","14X","10/01/2024","4X","80 | 200 | 280","Coins","","09/10/2024 11:59 PM","No Limit",""
"252","09/10/2024 09:00 AM","Victoria's Secret","20X","10/01/2024","4X","80 | 320 | 400","Coins","","09/10/2024 11:59 PM","No Limit",""
"253","09/10/2024 09:00 AM","Belk","20X","10/01/2024","8X","160 | 240 | 400","Coins","","09/10/2024 11:59 PM","No Limit",""
"255","09/10/2024 09:00 AM","Abercrombie & Fitch","20X","10/01/2024","6X","120 | 280 | 400","Coins","","09/10/2024 11:59 PM","No Limit",""
"256","09/10/2024 09:00 AM","Hollister","20X","10/01/2024","5X","100 | 300 | 400","Coins","","09/10/2024 11:59 PM","No Limit",""
"257","09/10/2024 09:00 AM","Grubhub","20X","10/01/2024","3X","60 | 340 | 400","Coins","","09/10/2024 11:59 PM","No Limit",""
"258","09/10/2024 08:30 PM","Sam's Club","12X","10/01/2024","2X","40 | 200 | 240","Coins","","09/10/2024 11:59 PM","No Limit",""
"259","09/11/2024 08:30 AM","Tilly's","20X","10/01/2024","5X","100 | 300 | 400","Coins","","09/11/2024 11:59 PM","No Limit",""
"260","09/11/2024 08:30 AM","PetSmart","20X","10/01/2024","7X","140 | 260 | 400","Coins","","09/11/2024 11:59 PM","No Limit",""
"261","09/11/2024 08:30 AM","Finish Line","20X","10/01/2024","8X","160 | 240 | 400","Coins","","09/11/2024 11:59 PM","No Limit",""
"262","09/11/2024 08:30 AM","Amazon Fresh","12X","10/01/2024","4X","80 | 160 | 240","Coins","","09/11/2024 11:59 PM","No Limit",""
"263","09/11/2024 08:30 AM","Amazon","12X","10/01/2024","4X","80 | 160 | 240","Coins","","09/11/2024 11:59 PM","No Limit",""
"264","09/11/2024 08:30 AM","Sling","20X","10/01/2024","5X","100 | 300 | 400","Coins","","09/11/2024 11:59 PM","No Limit",""
"265","09/11/2024 08:30 AM","Nautica","20X","10/01/2024","6X","120 | 280 | 400","Coins","","09/11/2024 11:59 PM","No Limit",""
"266","09/11/2024 04:00 PM","Bath & Body Works","20X","10/01/2024","5X","100 | 300 | 400","Coins","","09/11/2024 08:00 PM","No Limit",""
"267","09/12/2024 08:30 AM","Foot Locker","18X","10/01/2024","5X","100 | 260 | 360","Coins","","09/12/2024 11:59 PM","No Limit",""
"268","09/12/2024 08:30 AM","Nike","15X","10/01/2024","7X","140 | 160 | 300","Coins","","09/12/2024 11:59 PM","No Limit",""
"269","09/13/2024 12:00 AM","Doordash","10%","","3X","54","%","","09/15/2024 11:59 PM","1 Time Use | $400 Max Spend",""
"270","09/13/2024 09:00 AM","Boscov's","18X","10/01/2024","7X","140 | 220 | 360","Coins","","09/13/2024 11:59 PM","No Limit",""
"271","09/13/2024 09:00 AM","Sling","20X","10/01/2024","5X","100 | 300 | 400","Coins","","09/13/2024 11:59 PM","No Limit",""
"272","09/13/2024 09:00 AM","Hulu","20X","10/01/2024","5X","100 | 300 | 400","Coins","","09/13/2024 11:59 PM","No Limit",""
"273","09/13/2024 09:00 AM","Netflix","20X","10/01/2024","5X","100 | 300 | 400","Coins","","09/13/2024 11:59 PM","No Limit",""
"274","09/13/2024 09:00 AM","Google Play","20X","10/01/2024","3X","60 | 340 | 400","Coins","","09/13/2024 11:59 PM","No Limit",""
"275","09/14/2024 07:30 AM","Champs","18X","10/01/2024","6X","120 | 240 | 360","Coins","","09/14/2024 11:59 PM","No Limit",""
"276","09/14/2024 07:30 AM","Sam's Club","12X","10/01/2024","2X","40 | 200 | 240","Coins","","09/14/2024 11:59 PM","No Limit",""
"277","09/14/2024 07:30 AM","Kohl's","18X","10/01/2024","5X","100 | 260 | 360","Coins","","09/14/2024 11:59 PM","No Limit",""
"278","09/14/2024 07:30 AM","Macy's","18X","10/01/2024","3X","60 | 300 | 360","Coins","","09/14/2024 11:59 PM","No Limit",""
"279","09/14/2024 07:30 AM","Ikea","18X","10/01/2024","4X","80 | 280 | 360","Coins","","09/14/2024 11:59 PM","No Limit",""
"281","09/15/2024 08:30 AM","Wayfair","15X","10/01/2024","4X","80 | 220 | 300","Coins","","09/15/2024 11:59 PM","No Limit",""
"283","09/15/2024 08:30 AM","Amazon Fresh","12X","10/01/2024","4X","80 | 160 | 240","Coins","","09/15/2024 11:59 PM","No Limit",""
"284","09/15/2024 08:30 AM","Foot Locker","18X","10/01/2024","5X","100 | 260 | 360","Coins","","09/15/2024 11:59 PM","No Limit",""
"285","09/15/2024 08:30 AM","Converse","15X","10/01/2024","5X","100 | 200 | 300","Coins","","09/15/2024 11:59 PM","No Limit",""
"286","09/15/2024 08:30 AM","Joann","18X","10/01/2024","7X","140 | 220 | 360","Coins","","09/15/2024 11:59 PM","No Limit",""
"287","09/16/2024 06:30 AM","Adidas","18X","10/07/2024","7X","140 | 220 | 360","Coins","","09/16/2024 11:59 PM","No Limit",""
"288","09/16/2024 06:30 AM","Lowe's","14X","10/07/2024","4X","80 | 200 | 280","Coins","","09/16/2024 11:59 PM","No Limit",""
"289","09/16/2024 06:30 AM","Sephora","20X","10/07/2024","5X","100 | 300 | 400","Coins","","09/16/2024 11:59 PM","No Limit",""
"290","09/16/2024 06:30 AM","AirBnB","14X","10/07/2024","4X","80 | 200 | 280","Coins","","09/16/2024 11:59 PM","No Limit",""
"291","09/16/2024 06:30 AM","Ulta Beauty","20X","10/07/2024","5X","100 | 300 | 400","Coins","","09/16/2024 11:59 PM","No Limit",""
"292","09/16/2024 06:30 AM","Columbia","18X","10/07/2024","6X","120 | 240 | 360","Coins","","09/16/2024 11:59 PM","No Limit",""
"294","09/17/2024 06:30 AM","Bath & Body Works","20X","10/07/2024","5X","100 | 300 | 400","Coins","","09/17/2024 11:59 PM","No Limit",""
"295","09/17/2024 06:30 AM","Amazon","12X","10/07/2024","4X","80 | 160 | 240","Coins","","09/17/2024 11:59 PM","No Limit",""
"296","09/17/2024 06:30 AM","Chipotle","20X","10/07/2024","2X","40 | 360 | 400","Coins","","09/17/2024 11:59 PM","No Limit",""
"297","09/17/2024 06:30 AM","Victoria's Secret","20X","10/07/2024","4X","80 | 320 | 400","Coins","","09/17/2024 11:59 PM","No Limit",""
"298","09/17/2024 06:30 AM","Gamestop","20X","10/07/2024","5X","100 | 300 | 400","Coins","","09/17/2024 11:59 PM","No Limit",""
"299","09/17/2024 06:30 AM","Netflix","20X","10/07/2024","5X","100 | 300 | 400","Coins","","09/17/2024 11:59 PM","No Limit",""
"302","09/18/2024 06:30 AM","Sam's Club","12X","10/07/2024","2X","40 | 200 | 240","Coins","","09/18/2024 11:59 PM","No Limit","WARNING:  Although this was posted on the morning of 9/18, the graphic shows 9/17.  This is probably the typical Pepper ""We don't pay attention to details"" screw up,"" but purchase at your own risk. Update:  Fixed around 9:15-9:25 AM EDT."
"303","09/18/2024 06:30 AM","Finish Line","20X","10/07/2024","8X","160 | 240 | 400","Coins","","09/18/2024 11:59 PM","No Limit",""
"304","09/18/2024 06:30 AM","Macy's","20X","10/07/2024","3X","60 | 340 | 400","Coins","","09/18/2024 11:59 PM","No Limit",""
"305","09/18/2024 06:30 AM","Nike","15X","10/07/2024","7X","140 | 160 | 300","Coins","","09/18/2024 11:59 PM","No Limit",""
"306","09/18/2024 06:30 AM","Cabela's","20X","10/07/2024","6X","120 | 280 | 400","Coins","","09/18/2024 11:59 PM","No Limit",""
"307","09/18/2024 06:30 AM","Bass Pro Shops","20X","10/07/2024","6X","120 | 280 | 400","Coins","","09/18/2024 11:59 PM","No Limit",""
"308","09/18/2024 01:30 PM","Kid's Foot Locker","18X","10/07/2024","5X","100 | 260 | 360","Coins","","09/18/2024 11:59 PM","No Limit",""
"311","09/19/2024 08:00 AM","""Bed, Bath, & Beyond""","20X","10/07/2024","5X","100 | 300 | 400","Coins","","09/19/2024 11:59 PM","No Limit",""
"314","09/19/2024 08:00 AM","Hopper","15X","10/07/2024","3X","60 | 240 | 300","Coins","","09/19/2024 11:59 PM","No Limit",""
"315","09/19/2024 08:00 AM","X-Box","20X","10/07/2024","5X","100 | 300 | 400","Coins","","09/19/2024 11:59 PM","No Limit",""
"316","09/19/2024 08:00 AM","Hotels.Com","15X","10/07/2024","5X","100 | 200 | 300","Coins","","09/19/2024 11:59 PM","No Limit",""
"317","09/19/2024 08:00 AM","Tilly's","20X","10/07/2024","5X","100 | 300 | 400","Coins","","09/19/2024 11:59 PM","No Limit",""
"318","09/19/2024 08:00 AM","Southwest","20X","10/07/2024","4X","80 | 320 | 400","Coins","","09/19/2024 11:59 PM","No Limit",""
"319","09/19/2024 08:00 AM","Roblox","20X","10/07/2024","5X","100 | 300 | 400","Coins","","09/19/2024 11:59 PM","No Limit",""
"320","09/20/2024 08:30 AM","Meijer","9X","10/11/2024","3X","60 | 120 | 180","Coins","","09/30/2024 11:59 PM","1 Time Use | $500 Max Spend || Extended to 09/30 on 09/24.",""
"321","09/20/2024 07:45 AM","Amazon Fresh","12X","10/07/2024","4X","80 | 160 | 240","Coins","","09/20/2024 11:59 PM","No Limit",""
"322","09/20/2024 12:00 AM","Doordash","10%","","3X","54","%","","09/22/2024 11:59 PM","1 Time Use | $400 Max Spend",""
"324","09/20/2024 09:45 AM","Converse","15X","10/07/2024","5X","100 | 200 | 300","Coins","","09/20/2024 11:59 PM","No Limit",""
"325","09/20/2024 08:00 AM","Belk","20X","10/07/2024","8X","160 | 240 | 400","Coins","","09/20/2024 11:59 PM","No Limit",""
"326","09/20/2024 07:45 AM","Kohl's","18X","10/07/2024","5X","100 | 260 | 360","Coins","","09/20/2024 11:59 PM","No Limit",""
"327","09/20/2024 12:30 PM","Ikea","18X","10/07/2024","4X","80 | 280 | 360","Coins","","09/20/2024 11:59 PM","No Limit",""
"329","09/21/2024 09:15 AM","Sam's Club","12X","10/07/2024","2X","40 | 200 | 240","Coins","","09/21/2024 11:59 PM","No Limit",""
"330","09/21/2024 09:15 AM","Macy's","18X","10/07/2024","3X","60 | 300 | 360","Coins","","09/22/2024 11:59 PM","Note:  This was originally supposed to end on 9/21 but, either they screwed up the original message, or they extended it until 9/22.",""
"331","09/21/2024 09:15 AM","Wayfair","15X","10/07/2024","4X","80 | 220 | 300","Coins","","09/21/2024 11:59 PM","No Limit",""
"333","09/21/2024 09:15 AM","AirBnB","14X","10/07/2024","4X","80 | 200 | 280","Coins","","09/21/2024 11:59 PM","No Limit",""
"334","09/21/2024 03:45 PM","Champs","18X","10/07/2024","6X","120 | 240 | 360","Coins","","09/22/2024 11:59 PM","No Limit",""
"335","09/22/2024 08:00 AM","Lowe's","14X","10/07/2024","4X","80 | 200 | 280","Coins","","09/22/2024 11:59 PM","No Limit",""
"336","09/22/2024 08:00 AM","Amazon","12X","10/07/2024","4X","80 | 160 | 240","Coins","","09/22/2024 11:59 PM","No Limit",""
"337","09/22/2024 08:00 AM","Nike","15X","10/07/2024","7X","140 | 160 | 300","Coins","","09/22/2024 11:59 PM","No Limit",""
"338","09/22/2024 08:00 AM","Sephora","20X","10/07/2024","5X","100 | 300 | 400","Coins","","09/22/2024 11:59 PM","No Limit",""
"339","09/22/2024 06:00 PM","Adidas","18X","10/07/2024","7X","140 | 220 | 360","Coins","","09/22/2024 11:59 PM","No Limit",""
"340","09/23/2024 08:00 AM","PetSmart","20X","10/11/2024","7X","140 | 260 | 400","Coins","","09/23/2024 11:59 PM","No Limit",""
"341","09/23/2024 08:00 AM","Finish Line","20X","10/11/2024","8X","160 | 240 | 400","Coins","","09/23/2024 11:59 PM","No Limit",""
"342","09/23/2024 08:00 AM","Amazon Fresh","12X","10/11/2024","4X","80 | 160 | 240","Coins","","09/23/2024 11:59 PM","No Limit",""
"343","09/23/2024 08:00 AM","Bath","20X","10/11/2024","5X","100 | 300 | 400","Coins","","09/23/2024 11:59 PM","No Limit",""
"344","09/23/2024 08:00 AM","Victoria's Secret","20X","10/11/2024","4X","80 | 320 | 400","Coins","","09/23/2024 11:59 PM","No Limit",""
"345","09/23/2024 08:00 AM","Bath & Body Works","20X","10/11/2024","5X","100 | 300 | 400","Coins","","09/23/2024 11:59 PM","No Limit",""
"347","09/24/2024 08:00 AM","Kohl's","18X","10/12/2024","5X","100 | 260 | 360","Coins","","09/24/2024 11:59 PM","No Limit",""
"348","09/24/2024 08:00 AM","Sam's Club","12X","10/12/2024","2X","40 | 200 | 240","Coins","","09/24/2024 11:59 PM","No Limit",""
"349","09/24/2024 08:00 AM","Nike","15X","10/12/2024","7X","140 | 160 | 300","Coins","","09/24/2024 11:59 PM","No Limit",""
"351","09/24/2024 08:00 AM","Netflix","20X","10/12/2024","5X","100 | 300 | 400","Coins","","09/24/2024 11:59 PM","No Limit",""
"352","09/24/2024 08:00 AM","Sam's Club","12X","10/12/2024","2X","40 | 200 | 240","Coins","","09/24/2024 11:59 PM","No Limit",""
"353","09/25/2024 06:00 AM","Ulta Beauty","20X","10/13/2024","5X","100 | 300 | 400","Coins","","09/25/2024 11:59 PM","No Limit",""
"354","09/25/2024 06:00 AM","Adidas","18X","10/13/2024","7X","140 | 220 | 360","Coins","","09/25/2024 11:59 PM","No Limit",""
"355","09/25/2024 06:00 AM","AirBnB","14X","10/13/2024","4X","80 | 200 | 280","Coins","","09/25/2024 11:59 PM","No Limit",""
"356","09/25/2024 08:00 AM","Amazon","12X","10/13/2024","4X","80 | 160 | 240","Coins","","09/25/2024 11:59 PM","No Limit",""
"357","09/25/2024 08:00 AM","REI","18X","10/13/2024","6X","120 | 240 | 360","Coins","","09/25/2024 11:59 PM","No Limit",""
"360","09/26/2024 06:30 AM","Macy's","20X","10/14/2024","3X","60 | 340 | 400","Coins","","09/26/2024 11:59 PM","No Limit",""
"361","09/26/2024 06:30 AM","Google Play","20X","10/14/2024","3X","60 | 340 | 400","Coins","","09/26/2024 11:59 PM","No Limit",""
"362","09/26/2024 06:30 AM","Champs","18X","10/14/2024","6X","120 | 240 | 360","Coins","","09/26/2024 11:59 PM","No Limit",""
"363","09/26/2024 06:30 AM","Boscov's","18X","10/14/2024","7X","140 | 220 | 360","Coins","","09/26/2024 11:59 PM","No Limit",""
"364","09/26/2024 12:00 AM","Instacart","20%","","3X","48","%","","09/26/2024 11:59 PM","$200 Max Spend",""
"365","09/27/2024 06:30 AM","Converse","15X","10/15/2024","5X","100 | 200 | 300","Coins","","09/27/2024 11:59 PM","No Limit",""
"366","09/27/2024 06:30 AM","Lowe's","14X","10/15/2024","4X","80 | 200 | 280","Coins","","09/27/2024 11:59 PM","No Limit",""
"367","09/27/2024 06:30 AM","Sam's Club","12X","10/15/2024","2X","40 | 200 | 240","Coins","","09/27/2024 11:59 PM","No Limit",""
"368","09/27/2024 06:30 AM","Wayfair","15x","10/15/2024","4X","80 | 220 | 300","Coins","","09/27/2024 11:59 PM","No Limit",""
"370","09/28/2024 08:00 AM","Amazon Fresh","12X","10/16/2024","4X","80 | 160 | 240","Coins","","09/28/2024 11:59 PM","No Limit",""
"371","09/28/2024 08:00 AM","Finish Line","20X","10/16/2024","8X","160 | 240 | 400","Coins","","09/28/2024 11:59 PM","No Limit",""
"372","09/28/2024 08:00 AM","Hollister","20X","10/16/2024","5X","100 | 300 | 400","Coins","","09/28/2024 11:59 PM","No Limit",""
"373","09/28/2024 08:00 AM","Victoria's Secret","20X","10/16/2024","4X","80 | 320 | 400","Coins","","09/28/2024 11:59 PM","No Limit",""
"377","09/28/2024 08:00 AM","Meijer","9X","10/11/2024","3X","60 | 120 | 180","Coins","","09/30/2024 11:59 PM","Even though this deal was already live when posting this, they changed it on 09/28 to remove the $500/1-Time restriction.  The end date and time remains the same.",""
"378","09/29/2024 08:30 AM","Abercrombie & Fitch","20X","10/17/2024","6X","120 | 280 | 400","Coins","","09/29/2024 11:59 PM","No Limit",""
"379","09/29/2024 08:30 AM","DSW","20X","10/17/2024","5X","100 | 300 | 400","Coins","","09/29/2024 11:59 PM","No Limit",""
"380","09/29/2024 08:30 AM","JC Penney","20X","10/17/2024","7X","140 | 260 | 400","Coins","","09/29/2024 11:59 PM","No Limit",""
"381","09/29/2024 08:30 AM","Puma","20X","10/17/2024","8X","160 | 240 | 400","Coins","","09/29/2024 11:59 PM","No Limit",""
"382","09/29/2024 08:30 AM","Grubhub","20X","10/17/2024","3X","60 | 340 | 400","Coins","","09/29/2024 11:59 PM","No Limit",""
"383","09/30/2024 12:00 AM","Ikea","18X","10/18/2024","4X","80 | 280 | 360","Coins","","09/30/2024 11:59 PM","No Limit",""
"384","09/30/2024 12:00 AM","Kohl's","18X","10/18/2024","5X","100 | 260 | 360","Coins","","09/30/2024 11:59 PM","No Limit",""
"386","09/30/2024 10:00 AM","Bath & Body Works","20X","10/18/2024","5X","100 | 300 | 400","Coins","","09/30/2024 11:59 PM","No Limit",""
"388","09/30/2024 10:30 AM","Amazon","12X","10/18/2024","4X","80 | 160 | 240","Coins","","09/30/2024 11:59 PM","No Limit",""
"389","09/30/2024 02:30 PM","Columbia","18X","10/18/2024","6X","120 | 240 | 360","Coins","","09/30/2024 11:59 PM","No Limit",""
"391","10/01/2024 07:30 AM","Sam's Club","12X","10/19/2024","2X","40 | 200 | 240","Coins","","10/01/2024 11:59 PM","No Limit",""
"392","10/01/2024 06:00 AM","Adidas","18X","10/19/2024","7X","140 | 220 | 360","Coins","","10/01/2024 11:59 PM","No Limit",""
"394","10/01/2024 08:00 AM","Lowe's","18X","10/19/2024","4X","80 | 280 | 360","Coins","","10/01/2024 11:59 PM","No Limit",""
"395","10/01/2024 01:00 PM","Southwest","20X","10/19/2024","4X","80 | 320 | 400","Coins","","10/01/2024 11:59 PM","No Limit",""
"396","10/01/2024 01:00 PM","AirBnB","14X","10/19/2024","4X","80 | 200 | 280","Coins","","10/01/2024 11:59 PM","No Limit",""
"397","10/01/2024 08:00 PM","Champs","18X","10/19/2024","6X","120 | 240 | 360","Coins","","10/01/2024 11:59 PM","No Limit",""
"398","10/01/2024 08:00 PM","Macy's","20X","10/19/2024","3X","60 | 340 | 400","Coins","","10/01/2024 11:59 PM","No Limit",""
"399","10/01/2024 08:00 PM","Ace Hardware","21X","10/19/2024","6X","120 | 300 | 420","Coins","","10/01/2024 11:59 PM","No Limit",""
"401","10/02/2024 02:00 PM","Amazon Fresh","12X","10/20/2024","4X","80 | 160 | 240","Coins","","10/02/2024 11:59 PM","No Limit",""
"402","10/02/2024 06:30 AM","Lowe's","14X","10/20/2024","4X","80 | 200 | 280","Coins","","10/02/2024 11:59 PM","No Limit",""
"403","10/02/2024 06:30 AM","Macy's","20X","10/20/2024","3X","60 | 340 | 400","Coins","","10/02/2024 11:59 PM","No Limit",""
"404","10/02/2024 06:30 AM","Champs","18X","10/20/2024","6X","120 | 240 | 360","Coins","","10/02/2024 11:59 PM","No Limit",""
"405","10/02/2024 06:30 AM","Ulta Beauty","20X","10/20/2024","5X","100 | 300 | 400","Coins","","10/02/2024 11:59 PM","No Limit",""
"406","10/02/2024 10:00 AM","Gamestop","22X","10/20/2024","5X","100 | 340 | 440","Coins","","10/02/2024 11:59 PM","No Limit",""
"407","10/02/2024 08:30 AM","REI","18X","10/20/2024","6X","120 | 240 | 360","Coins","","10/02/2024 11:59 PM","No Limit",""
"408","10/02/2024 10:00 AM","Sam's Club","14X","10/20/2024","2X","40 | 240 | 280","Coins","","10/02/2024 11:59 PM","No Limit",""
"410","10/02/2024 04:00 AM","Amazon Fresh","14X","10/20/2024","4X","80 | 200 | 280","Coins","yes","10/02/2024 11:59 PM","No Limit",""
"411","10/02/2024 06:30 PM","Fanatics","25X","10/20/2024","7X","140 | 360 | 500","Coins","","10/02/2024 11:59 PM","No Limit",""
"412","10/03/2024 07:00 AM","Wayfair","16X","10/21/2024","4X","80 | 240 | 320","Coins","","10/03/2024 11:59 PM","No Limit",""
"413","10/03/2024 07:00 AM","Barnes & Noble","22X","10/21/2024","4X","80 | 360 | 440","Coins","","10/03/2024 11:59 PM","No Limit",""
"414","10/03/2024 07:00 AM","Cabela's","20X","10/21/2024","6X","120 | 280 | 400","Coins","","10/03/2024 11:59 PM","No Limit",""
"415","10/03/2024 07:00 AM","Sephora","20X","10/21/2024","5X","100 | 300 | 400","Coins","","10/03/2024 11:59 PM","No Limit",""
"416","10/03/2024 07:00 AM","Netflix","20X","10/21/2024","5X","100 | 300 | 400","Coins","","10/03/2024 11:59 PM","No Limit",""
"418","10/03/2024 09:30 AM","PetSmart","20X","10/21/2024","7X","140 | 260 | 400","Coins","","10/03/2024 11:59 PM","No Limit",""
"419","10/04/2024 07:00 AM","Kohl's","10%","","5X","90","%","","10/06/2024 11:59 PM","1 Time Use | $200 Max Spend",""
"426","10/04/2024 07:00 AM","Stubhub","20X","10/22/2024","5X","100 | 300 | 400","Coins","","10/04/2024 11:59 PM","No Limit",""
"427","10/04/2024 07:00 AM","Finish Line","20X","10/22/2024","8X","160 | 240 | 400","Coins","","10/04/2024 11:59 PM","No Limit",""
"428","10/04/2024 07:00 AM","Amazon","12X","10/22/2024","4X","80 | 160 | 240","Coins","","10/04/2024 11:59 PM","No Limit",""
"429","10/04/2024 02:30 PM","JC Penney","22X","10/22/2024","7X","140 | 300 | 440","Coins","","10/04/2024 11:59 PM","No Limit",""
"430","10/05/2024 10:30 AM","Boscov's","18X","10/20/2024","7X","140 | 220 | 360","Coins","","10/05/2024 11:59 PM","No Limit",""
"431","10/05/2024 10:30 AM","Macy's","20X","10/23/2024","3X","60 | 340 | 400","Coins","","10/05/2024 11:59 PM","No Limit",""
"432","10/05/2024 10:30 AM","CVS","20X","10/23/2024","3X","60 | 340 | 400","Coins","","10/05/2024 11:59 PM","No Limit",""
"433","10/06/2024 10:00 AM","Lowe's","14X","10/24/2024","4X","80 | 200 | 280","Coins","","10/06/2024 11:59 PM","No Limit",""
"434","10/06/2024 10:00 AM","Bath & Body Works","20X","10/24/2024","5X","100 | 300 | 400","Coins","","10/06/2024 11:59 PM","No Limit",""
"435","10/06/2024 10:00 AM","Champs","18X","10/24/2024","6X","120 | 240 | 360","Coins","","10/06/2024 11:59 PM","No Limit",""
"436","10/07/2024 11:00 AM","Sam's Club","10X","10/25/2024","2X","40 | 160 | 200","Coins","","10/07/2024 11:59 PM","No Limit",""
"437","10/07/2024 11:00 AM","Ikea","18X","10/25/2024","4X","80 | 280 | 360","Coins","","10/07/2024 11:59 PM","No Limit",""
"438","10/07/2024 11:00 AM","Adidas","18X","10/25/2024","7X","140 | 220 | 360","Coins","","10/07/2024 11:59 PM","No Limit",""
"439","10/07/2024 07:00 PM","Fanatics","25X","10/25/2024","7X","140 | 360 | 500","Coins","","10/07/2024 11:59 PM","No Limit",""
"441","10/08/2024 08:00 AM","AirBnB","14X","10/26/2024","4X","80 | 200 | 280","Coins","","10/08/2024 11:59 PM","No Limit",""
"442","10/08/2024 08:00 AM","Bath & Body Works","20X","10/26/2024","5X","100 | 300 | 400","Coins","","10/08/2024 11:59 PM","No Limit",""
"443","10/08/2024 08:00 AM","Google Play","20X","10/26/2024","3X","60 | 340 | 400","Coins","","10/08/2024 11:59 PM","No Limit",""
"446","10/09/2024 10:00 AM","Sephora","20X","10/27/2024","5X","100 | 300 | 400","Coins","","10/09/2024 11:59 PM","No Limit",""
"448","10/09/2024 07:00 AM","Champs","18X","10/26/2024","6X","120 | 240 | 360","Coins","","10/09/2024 11:59 PM","No Limit",""
"449","10/09/2024 07:00 AM","Southwest","20X","10/27/2024","4X","80 | 320 | 400","Coins","","10/09/2024 11:59 PM","No Limit",""
"450","10/09/2024 05:00 AM","Amazon","10X","10/26/2024","4X","80 | 120 | 200","Coins","","10/09/2024 11:59 PM","No Limit",""
"451","10/09/2024 07:00 AM","Ulta Beauty","20X","10/26/2024","5X","100 | 300 | 400","Coins","","10/09/2024 11:59 PM","No Limit",""
"452","10/09/2024 05:00 AM","Kohl's","18X","10/27/2024","5X","100 | 260 | 360","Coins","","10/09/2024 11:59 PM","No Limit",""
"453","10/09/2024 03:45 PM","Sam's Club","14X","10/27/2024","2X","40 | 240 | 280","Coins","","10/09/2024 11:59 PM","No Limit",""
"454","10/10/2024 06:30 AM","Lowe's","14X","10/28/2024","4X","80 | 200 | 280","Coins","","10/10/2024 11:59 PM","No Limit",""
"455","10/10/2024 06:30 AM","REI","18X","10/28/2024","6X","120 | 240 | 360","Coins","","10/10/2024 11:59 PM","No Limit",""
